;Datum izida;Angleski naslov filma;Proraèun;Prihodek v ZDA;Prihodek po celem svetu
2266;11.5.2010;127 Hours;$18,000,000;$18,335,230;$60,217,171
2267;5/19/2000;Small Time Crooks;$18,000,000;$17,266,359;$29,934,477
2268;5.12.2000;Center Stage;$18,000,000;$17,200,925;$21,361,109
2269;2.6.2004;Catch That Kid;$18,000,000;$16,703,799;$16,959,614
2270;8/16/2013;Jobs;$18,000,000;$16,131,410;$26,131,410
2271;10/26/2001;Life as a House;$18,000,000;$15,652,637;$23,889,158
2272;1.8.2010;Youth in Revolt;$18,000,000;$15,285,588;$19,685,588
2273;7.10.2009;I Love You, Beth Cooper;$18,000,000;$14,800,725;$16,382,538
2274;7/24/1981;Blow Out;$18,000,000;$13,747,234;$13,747,234
2275;3/30/2001;Tailor of Panama;$18,000,000;$13,491,653;$27,491,653
2276;5/22/1981;The Legend of the Lone Ranger;$18,000,000;$13,400,000;$13,400,000
2277;1/31/2014;Labor Day;$18,000,000;$13,371,528;$13,371,528
2278;8/30/2013;Getaway;$18,000,000;$10,501,938;$10,571,882
2279;9/26/1997;The Ice Storm;$18,000,000;$8,038,061;$16,011,975
2280;10/15/2004;Being Julia;$18,000,000;$7,739,049;$14,488,705
2281;3/22/1989;Troop Beverly Hills;$18,000,000;$7,190,505;$7,190,505
2282;2/21/1986;Nine 1/2 Weeks;$18,000,000;$6,734,844;$6,734,844
2283;1/15/2010;The Last Station;$18,000,000;$6,617,867;$15,696,146
2284;6/26/1981;Dragonslayer;$18,000,000;$6,000,000;$6,000,000
2285;9/30/1994;Ed Wood;$18,000,000;$5,828,466;$5,828,466
2286;10.8.2008;RocknRolla;$18,000,000;$5,700,626;$27,794,339
2287;6/25/1982;Megaforce;$18,000,000;$5,675,599;$5,675,599
2288;8/20/2010;Mao's Last Dancer;$18,000,000;$4,806,750;$12,949,849
2289;12/25/1996;Hamlet;$18,000,000;$4,501,094;$7,129,670
2290;12/29/1995;Restoration;$18,000,000;$4,100,000;$4,100,000
2291;9/27/2013;Metallica Through the Never;$18,000,000;$3,422,409;$9,085,348
2292;9/19/2003;Anything Else;$18,000,000;$3,203,044;$13,203,044
2293;2/23/1996;Unforgettable;$18,000,000;$2,483,790;$2,483,790
2294;12/30/2009;Das Weisse Band: Eine deutsche Kindergeschichte;$18,000,000;$2,222,862;$25,727,044
2295;3.1.2013;Phantom;$18,000,000;$1,034,589;$1,050,411
2296;4/26/2002;The Salton Sea;$18,000,000;$676,698;$676,698
2297;4/24/2009;The Informers;$18,000,000;$315,000;$315,000
2298;9/24/1999;One Man's Hero;$18,000,000;$229,311;$229,311
2299;10/15/2010;Carlos;$18,000,000;$145,526;$145,526
2300;12/31/2008;I Come with the Rain;$18,000,000;$0;$627,422
2301;8/22/2014;The Prince;$18,000,000;$0;$0
2302;11/14/2014;Wolves;$18,000,000;$0;$0
2303;4.8.2008;Day of the Dead;$18,000,000;$0;$0
2304;6/28/1985;Red Sonja;$17,900,000;$6,905,861;$6,905,861
2305;8/17/2007;Superbad;$17,500,000;$121,463,226;$169,863,226
2306;2/20/2009;Madea Goes To Jail;$17,500,000;$90,508,336;$90,508,336
2307;2/14/2008;Step Up 2 the Streets;$17,500,000;$58,017,783;$148,586,910
2308;12/16/2005;Hoodwinked;$17,500,000;$51,386,611;$109,843,390
2309;11/21/2007;Hitman;$17,500,000;$39,687,694;$99,965,792
2310;12/22/2004;Hotel Rwanda;$17,500,000;$23,519,128;$36,521,223
2311;11/27/2013;Black Nativity;$17,500,000;$7,018,188;$7,285,135
2312;4/25/2003;City of Ghosts;$17,500,000;$325,491;$325,491
2313;8.10.2001;The Others;$17,000,000;$96,522,687;$209,947,037
2314;7/18/1986;Aliens;$17,000,000;$85,160,248;$183,316,455
2315;8/13/2014;Let’s Be Cops;$17,000,000;$82,382,694;$127,182,694
2316;10/17/1997;I Know What You Did Last Summer;$17,000,000;$72,250,091;$125,250,091
2317;10/22/1964;My Fair Lady;$17,000,000;$72,000,000;$72,000,000
2318;10/22/2004;Sideways;$17,000,000;$71,502,303;$109,874,155
2319;11/15/2013;The Best Man Holiday;$17,000,000;$70,525,195;$71,625,195
2320;2/13/2009;Friday the 13th;$17,000,000;$65,002,019;$91,700,771
2321;9/28/2012;Pitch Perfect;$17,000,000;$65,001,093;$115,347,717
2322;8.5.1998;Halloween: H2O;$17,000,000;$55,041,738;$55,041,738
2323;4.5.2013;Evil Dead;$17,000,000;$54,239,856;$97,402,049
2324;8/27/2004;Jet Li's Hero;$17,000,000;$53,652,140;$177,535,958
2325;10/29/2010;Saw 3D;$17,000,000;$45,710,178;$133,735,284
2326;3.10.2006;The Hills Have Eyes;$17,000,000;$41,778,863;$70,355,813
2327;3.1.2002;40 Days and 40 Nights;$17,000,000;$37,939,782;$95,092,667
2328;10.10.2003;Good Boy!;$17,000,000;$37,667,746;$45,312,217
2329;1/26/2007;Smokin' Aces;$17,000,000;$35,662,731;$56,047,261
2330;10.2.1998;A Night at the Roxbury;$17,000,000;$30,331,165;$30,331,165
2331;3.4.2011;Beastly;$17,000,000;$27,865,571;$38,028,230
2332;3.5.2010;Brooklyn's Finest;$17,000,000;$27,163,593;$39,233,233
2333;7.9.1982;Tron;$17,000,000;$26,918,576;$26,918,576
2334;8/20/2010;Lottery Ticket;$17,000,000;$24,719,879;$24,719,879
2335;9.5.2003;Dickie Roberts: Former Child Star;$17,000,000;$22,734,486;$23,734,486
2336;3/31/2006;ATL;$17,000,000;$21,170,563;$21,170,563
2337;8/24/2001;Summer Catch;$17,000,000;$19,693,891;$19,693,891
2338;12.11.1998;A Simple Plan;$17,000,000;$16,316,273;$16,316,273
2339;3/24/2006;Larry the Cable Guy: Health Inspector;$17,000,000;$15,680,099;$15,680,099
2340;11/27/2002;Wes Craven Presents: They;$17,000,000;$12,840,842;$16,140,842
2341;10.1.1999;The Adventures of Elmo in Grouchland;$17,000,000;$11,634,458;$11,634,458
2342;7/24/1987;Superman IV: The Quest for Peace;$17,000,000;$11,227,824;$11,227,824
2343;1.1.1963;55 Days at Peking;$17,000,000;$10,000,000;$10,000,000
2344;6.5.2009;My Life in Ruins;$17,000,000;$8,665,206;$20,465,206
2345;4/21/2006;American Dreamz;$17,000,000;$7,314,027;$16,510,971
2346;1/25/2008;How She Move;$17,000,000;$7,070,641;$8,485,066
2347;2/24/2006;Running Scared;$17,000,000;$6,855,137;$8,345,277
2348;8/24/2012;The Apparition;$17,000,000;$4,936,819;$6,909,667
2349;4/30/2004;Bobby Jones: Stroke of Genius;$17,000,000;$2,694,071;$2,694,071
2350;8/29/1986;Shanghai Surprise;$17,000,000;$2,315,000;$2,315,000
2351;12/25/2010;L'illusionniste;$17,000,000;$2,231,474;$5,631,474
2352;1.1.1981;Roar;$17,000,000;$2,000,000;$2,000,000
2353;10/17/2003;Veronica Guerin;$17,000,000;$1,569,918;$9,438,074
2354;11/14/2007;Southland Tales;$17,000,000;$275,380;$364,607
2355;6/23/2009;Chasseurs de dragons;$17,000,000;$0;$13,446,115
2356;10/21/1977;Damnation Alley;$17,000,000;$0;$0
2357;1/16/2015;Escobar: Paradise Lost;$17,000,000;$0;$0
2358;11.10.2006;FUR: An Imaginary Portrait of Diane Arbus;$16,800,000;$223,202;$2,281,089
2359;12.11.1987;Wall Street;$16,500,000;$43,848,100;$43,848,100
2360;12.11.1995;Sense and Sensibility;$16,500,000;$42,993,774;$134,993,774
2361;8/18/2006;The Illusionist;$16,500,000;$39,868,642;$83,792,062
2362;8.3.2007;Becoming Jane;$16,500,000;$18,663,911;$39,380,876
2363;12/19/2003;House of Sand and Fog;$16,500,000;$13,005,485;$16,157,923
2364;9/21/2007;Sydney White;$16,500,000;$11,892,415;$13,636,339
2365;12/31/2007;Arn - Tempelriddaren;$16,500,000;$0;$14,900,000
2366;6.2.1989;Dead Poets' Society;$16,400,000;$95,860,116;$239,500,000
2367;12/16/1994;Dumb & Dumber;$16,000,000;$127,175,374;$246,400,000
2368;5/19/2000;Road Trip;$16,000,000;$68,525,609;$119,739,110
2369;12.8.1982;The Verdict;$16,000,000;$53,977,250;$53,977,250
2370;1/15/1999;Varsity Blues;$16,000,000;$52,894,169;$54,294,169
2371;5/25/2012;Moonrise Kingdom;$16,000,000;$45,512,466;$64,012,466
2372;11/25/2011;The Artist;$16,000,000;$44,667,095;$128,256,712
2373;1.9.2009;The Unborn;$16,000,000;$42,670,410;$78,208,812
2374;8.2.2002;The Master of Disguise;$16,000,000;$40,363,530;$40,363,530
2375;10.6.2006;The Texas Chainsaw Massacre: The Beginning;$16,000,000;$39,517,763;$50,517,763
2376;12/29/2006;El Laberinto del Fauno;$16,000,000;$37,634,615;$87,041,569
2377;2.4.2011;The Roommate;$16,000,000;$37,300,107;$40,497,461
2378;2.2.2007;The Messengers;$16,000,000;$35,374,833;$53,774,833
2379;3.2.2001;See Spot Run;$16,000,000;$33,357,476;$43,057,552
2380;8.9.1991;Double Impact;$16,000,000;$29,090,445;$29,090,445
2381;6/27/2001;Baby Boy;$16,000,000;$28,734,552;$28,734,552
2382;4.11.2001;Joe Dirt;$16,000,000;$27,087,695;$30,987,695
2383;9.12.2008;The Women;$16,000,000;$26,902,075;$50,103,808
2384;4/20/2007;Hot Fuzz;$16,000,000;$23,618,786;$81,742,618
2385;8/15/2008;Vicky Cristina Barcelona;$16,000,000;$23,216,709;$104,504,817
2386;6/16/2000;Boys and Girls;$16,000,000;$21,799,652;$21,799,652
2387;11/18/1994;Léon;$16,000,000;$19,284,974;$45,284,974
2388;3.12.2010;Remember Me;$16,000,000;$19,068,240;$56,506,120
2389;10.11.2002;White Oleander;$16,000,000;$16,357,770;$21,657,770
2390;9/18/2009;Jennifer's Body;$16,000,000;$16,204,793;$32,832,166
2391;3.3.2000;Drowning Mona;$16,000,000;$15,427,192;$15,980,376
2392;1/30/1987;Radio Days;$16,000,000;$14,792,779;$14,792,779
2393;7/18/2003;How to Deal;$16,000,000;$14,108,518;$14,108,518
2394;5/28/2004;Soul Plane;$16,000,000;$13,922,211;$14,553,807
2395;10.3.2014;Left Behind;$16,000,000;$13,913,560;$13,913,560
2396;12.9.1988;My Stepmother Is an Alien;$16,000,000;$13,854,000;$13,854,000
2397;6/29/2012;People Like Us;$16,000,000;$12,431,792;$12,431,792
2398;5/28/1999;The Thirteenth Floor;$16,000,000;$11,810,854;$11,810,854
2399;9.3.2004;The Cookout;$16,000,000;$11,540,112;$11,540,112
2400;1.1.1979;Meteor;$16,000,000;$8,400,000;$8,400,000
2401;3.7.1986;Highlander;$16,000,000;$5,900,000;$12,900,000
2402;5.3.2002;Hollywood Ending;$16,000,000;$4,839,383;$14,839,383
2403;9/15/2000;Duets;$16,000,000;$4,734,235;$4,734,235
2404;8/13/1999;Detroit Rock City;$16,000,000;$4,217,115;$4,217,115
2405;10/19/2007;Things We Lost in the Fire;$16,000,000;$3,287,315;$8,120,148
2406;4.5.2013;Trance;$16,000,000;$2,322,593;$22,594,052
2407;8/15/1997;Steel;$16,000,000;$1,686,429;$1,686,429
2408;12/21/2005;The White Countess;$16,000,000;$1,669,971;$2,814,566
2409;7/25/2008;Bienvenue chez les Ch'tis;$16,000,000;$1,477,650;$247,474,497
2410;11/14/2014;The Homesman;$16,000,000;$484,804;$484,804
2411;9/24/2010;Enter the Void;$16,000,000;$337,997;$337,997
2412;12/31/2008;Good;$16,000,000;$31,631;$31,631
2413;11.2.2012;Vamps;$16,000,000;$3,361;$3,361
2414;12/31/1998;Trance;$16,000,000;$0;$0
2415;1.1.1972;High Plains Drifter;$15,700,000;$15,700,000;$15,700,000
2416;6/21/2002;Juwanna Mann;$15,600,000;$13,571,817;$13,771,817
2417;6.8.2007;La Môme;$15,500,000;$10,299,782;$86,339,907
2418;11/15/2002;Ararat;$15,500,000;$1,693,000;$1,693,000
2419;4/13/2007;Slow Burn;$15,500,000;$1,237,615;$1,237,615
2420;4/22/2005;Madison;$15,500,000;$517,262;$517,262
2421;2/26/2010;The Yellow Handkerchief;$15,500,000;$318,623;$318,623
2422;9/27/2002;Wasabi;$15,300,000;$81,525;$7,000,000
2423;3/31/2006;Slither;$15,250,000;$7,802,450;$12,930,343
2424;11/16/1990;Home Alone;$15,000,000;$285,761,243;$476,684,675
2425;12.5.1984;Beverly Hills Cop;$15,000,000;$234,760,478;$316,300,000
2426;5/16/1986;Top Gun;$15,000,000;$179,800,601;$356,800,601
2427;12/17/1982;Tootsie;$15,000,000;$177,200,000;$177,200,000
2428;11/25/1987;3 Men and a Baby;$15,000,000;$167,780,960;$167,780,960
2429;11/26/2010;The King’s Speech;$15,000,000;$138,797,449;$430,821,166
2430;9/15/1999;American Beauty;$15,000,000;$130,058,047;$356,258,047
2431;12.8.2000;Crouching Tiger, Hidden Dragon;$15,000,000;$128,067,808;$213,200,000
2432;12.9.1988;Twins;$15,000,000;$111,936,388;$216,600,000
2433;12/20/1996;Scream;$15,000,000;$103,046,663;$173,046,663
2434;10/25/2013;Jackass Presents: Bad Grandpa;$15,000,000;$102,003,019;$160,903,019
2435;12/18/1985;The Color Purple;$15,000,000;$93,589,701;$93,589,701
2436;3/30/1988;Beetle Juice;$15,000,000;$73,326,666;$73,326,666
2437;11/18/1959;Ben-Hur;$15,000,000;$73,000,000;$73,000,000
2438;1/18/2013;Mama;$15,000,000;$71,628,180;$148,087,212
2439;10.10.1980;Private Benjamin;$15,000,000;$69,847,348;$69,847,348
2440;3.6.1987;Lethal Weapon;$15,000,000;$65,192,350;$120,192,350
2441;3/19/2010;Diary of a Wimpy Kid;$15,000,000;$64,003,625;$76,954,311
2442;8/31/2007;Halloween;$15,000,000;$58,269,151;$77,514,401
2443;9/30/2006;The Queen;$15,000,000;$56,441,711;$128,885,873
2444;10.12.2007;Why Did I Get Married?;$15,000,000;$55,204,525;$55,204,525
2445;2.3.2012;The Woman in Black;$15,000,000;$54,333,290;$128,955,898
2446;12/21/1994;Little Women;$15,000,000;$50,003,303;$50,003,303
2447;1.1.1979;The Deer Hunter;$15,000,000;$50,000,000;$50,000,000
2448;2.3.2006;When a Stranger Calls;$15,000,000;$47,860,214;$66,944,472
2449;2.8.2002;Big Fat Liar;$15,000,000;$47,811,275;$52,461,017
2450;8/15/1997;Cop Land;$15,000,000;$44,906,632;$63,706,632
2451;12/25/1997;Wag the Dog;$15,000,000;$43,057,470;$64,252,038
2452;2/22/2013;Snitch;$15,000,000;$42,930,462;$48,120,954
2453;5.2.2003;The Lizzie McGuire Movie;$15,000,000;$42,734,455;$55,534,455
2454;9/21/2012;End of Watch;$15,000,000;$41,003,371;$53,041,274
2455;12/25/1998;The Faculty;$15,000,000;$40,283,321;$40,283,321
2456;12/14/2001;Not Another Teen Movie;$15,000,000;$37,882,551;$62,401,343
2457;12/16/1962;Lawrence of Arabia;$15,000,000;$37,495,385;$69,995,385
2458;9/16/2011;Drive;$15,000,000;$35,060,689;$78,054,825
2459;3/31/2000;The Skulls;$15,000,000;$35,007,180;$35,007,180
2460;10.10.1966;Hawaii;$15,000,000;$34,562,222;$34,562,222
2461;4/18/2003;Malibu's Most Wanted;$15,000,000;$34,308,901;$34,499,204
2462;9.4.2009;All About Steve;$15,000,000;$33,862,903;$40,127,259
2463;4/28/2000;Where the Heart Is;$15,000,000;$33,771,174;$40,862,054
2464;8/28/2009;Halloween 2;$15,000,000;$33,392,973;$38,512,850
2465;3/13/2009;The Last House on the Left;$15,000,000;$32,752,215;$45,482,936
2466;2/18/2005;Because of Winn-Dixie;$15,000,000;$32,647,042;$33,508,485
2467;4/22/2009;Earth;$15,000,000;$32,011,576;$109,011,576
2468;2.4.2005;The Wedding Date;$15,000,000;$31,726,995;$47,175,038
2469;9/25/1987;The Princess Bride;$15,000,000;$30,857,000;$30,857,000
2470;7.12.2002;Halloween: Resurrection;$15,000,000;$30,259,652;$37,659,652
2471;12/25/2007;The Great Debaters;$15,000,000;$30,226,144;$30,261,293
2472;8/22/2014;When the Game Stands Tall;$15,000,000;$30,127,963;$30,127,963
2473;6.12.1981;Clash of the Titans;$15,000,000;$30,000,000;$44,400,000
2474;2/20/2004;Confessions of a Teenage Drama Queen;$15,000,000;$29,331,068;$33,118,854
2475;4/17/1998;The Object of my Affection;$15,000,000;$29,145,924;$29,145,924
2476;5.11.2007;28 Weeks Later;$15,000,000;$28,638,916;$64,232,714
2477;4.11.1997;Grosse Pointe Blank;$15,000,000;$28,084,357;$31,070,412
2478;4/21/2000;Love and Basketball;$15,000,000;$27,441,122;$27,709,625
2479;10/27/2000;Book of Shadows: Blair Witch 2;$15,000,000;$26,421,314;$47,721,314
2480;10.10.1997;Boogie Nights;$15,000,000;$26,410,771;$43,111,725
2481;7/23/2010;Ramona and Beezus;$15,000,000;$26,167,002;$27,469,621
2482;8/27/2014;The November Man;$15,000,000;$25,018,119;$25,718,119
2483;5.3.1996;The Craft;$15,000,000;$24,769,466;$55,669,466
2484;12/28/2005;Match Point;$15,000,000;$23,089,926;$87,989,926
2485;11.5.1993;The Remains of the Day;$15,000,000;$22,954,968;$63,954,968
2486;1/15/1993;Nowhere to Run;$15,000,000;$22,189,039;$52,189,039
2487;9/22/2000;Urban Legends: Final Cut;$15,000,000;$21,468,807;$38,574,362
2488;3/29/2013;The Place Beyond the Pines;$15,000,000;$21,403,519;$47,011,449
2489;10/20/2006;Flicka;$15,000,000;$21,000,147;$21,896,367
2490;3/23/2007;The Hills Have Eyes II;$15,000,000;$20,804,166;$37,466,538
2491;12/22/2010;Country Strong;$15,000,000;$20,218,921;$20,601,987
2492;10.11.2002;Tuck Everlasting;$15,000,000;$19,161,999;$19,344,615
2493;10/13/2006;The Marine;$15,000,000;$18,844,784;$22,165,608
2494;7/24/1998;Disturbing Behavior;$15,000,000;$17,507,368;$17,507,368
2495;3.6.1998;The Big Lebowski;$15,000,000;$17,498,804;$46,189,568
2496;6/26/2009;The Hurt Locker;$15,000,000;$17,017,811;$49,894,223
2497;1/28/2000;Eye of the Beholder;$15,000,000;$16,500,786;$18,260,865
2498;11.2.2012;The Man with the Iron Fists;$15,000,000;$15,634,090;$22,018,988
2499;5.11.1984;Firestarter;$15,000,000;$15,136,870;$15,136,870
2500;11/30/2012;Killing Them Softly;$15,000,000;$14,945,541;$37,238,774
2501;4/20/2001;Freddy Got Fingered;$15,000,000;$14,249,005;$14,249,005
2502;8/19/2011;One Day;$15,000,000;$13,843,771;$48,086,053
2503;10.2.2009;Whip It;$15,000,000;$13,043,363;$18,856,151
2504;1.11.2008;The Pirates Who Don't Do Anything: A VeggieTales Movie;$15,000,000;$12,981,269;$13,248,444
2505;1/23/2008;U2 3D;$15,000,000;$12,898,847;$26,170,402
2506;9.1.2000;Highlander: Endgame;$15,000,000;$12,801,190;$12,801,190
2507;8/25/2006;Idlewild;$15,000,000;$12,669,914;$12,669,914
2508;4/25/2003;Confidence;$15,000,000;$12,212,417;$12,212,417
2509;10.11.2002;Knockaround Guys;$15,000,000;$11,660,180;$12,419,700
2510;8/27/1999;The Muse;$15,000,000;$11,614,954;$11,614,954
2511;4.3.1998;Barney's Great Adventure;$15,000,000;$11,156,471;$11,156,471
2512;3.1.1989;New York Stories;$15,000,000;$10,763,469;$10,763,469
2513;11/25/1998;Home Fries;$15,000,000;$10,513,979;$10,513,979
2514;3/24/2000;Here on Earth;$15,000,000;$10,494,147;$10,845,127
2515;10.8.2004;Raise Your Voice;$15,000,000;$10,411,980;$14,811,980
2516;12/18/1985;Brazil;$15,000,000;$9,929,135;$9,929,135
2517;4/23/1993;The Dark Half;$15,000,000;$9,579,068;$9,579,068
2518;3.2.2007;Black Snake Moan;$15,000,000;$9,396,870;$9,396,870
2519;2/21/2003;Dark Blue;$15,000,000;$9,237,470;$12,262,065
2520;5.10.2013;Peeples;$15,000,000;$9,177,065;$9,177,065
2521;6/22/2007;A Mighty Heart;$15,000,000;$9,176,787;$18,935,657
2522;9/30/1983;Brainstorm;$15,000,000;$8,921,050;$8,921,050
2523;3/24/2000;Whatever it Takes;$15,000,000;$8,735,529;$8,735,529
2524;3/21/2003;Boat Trip;$15,000,000;$8,586,376;$14,933,713
2525;5/22/2002;The Importance of Being Earnest;$15,000,000;$8,378,141;$8,378,141
2526;5/21/1999;The Love Letter;$15,000,000;$8,322,608;$8,322,608
2527;5.5.2006;Hoot;$15,000,000;$8,117,637;$8,224,998
2528;2.8.2008;In Bruges;$15,000,000;$7,800,825;$34,533,783
2529;12/28/2012;Promised Land;$15,000,000;$7,597,898;$9,300,336
2530;10.8.2001;Mulholland Drive;$15,000,000;$7,219,578;$11,919,578
2531;8/20/2008;The Rocker;$15,000,000;$6,409,528;$8,767,338
2532;8/21/2009;Post Grad;$15,000,000;$6,380,019;$6,561,243
2533;6/19/2009;Whatever Works;$15,000,000;$5,306,706;$35,106,706
2534;7/19/2000;The In Crowd;$15,000,000;$5,217,498;$5,217,498
2535;12/14/2005;Los tres entierros de Melquiades Estrada;$15,000,000;$5,027,684;$13,454,474
2536;9/24/1999;Jakob the Liar;$15,000,000;$4,956,401;$4,956,401
2537;9/28/2007;Se jie;$15,000,000;$4,604,982;$65,696,051
2538;10/21/2005;Kiss Kiss, Bang Bang;$15,000,000;$4,235,837;$13,105,837
2539;4/30/1999;Idle Hands;$15,000,000;$4,023,741;$4,023,741
2540;1/26/2007;Blood and Chocolate;$15,000,000;$3,526,588;$6,551,310
2541;9/22/2010;You Will Meet a Tall Dark Stranger;$15,000,000;$3,247,816;$34,247,816
2542;9/15/2010;Never Let Me Go;$15,000,000;$2,434,652;$11,509,512
2543;12/25/2003;The Company;$15,000,000;$2,281,585;$3,396,508
2544;7/18/2008;Transsiberian;$15,000,000;$2,203,641;$6,379,575
2545;10/22/1999;Crazy in Alabama;$15,000,000;$1,954,202;$1,954,202
2546;1/17/1986;The Clan of the Cave Bear;$15,000,000;$1,953,732;$1,953,732
2547;6.2.2006;Banlieue 13;$15,000,000;$1,200,216;$11,599,903
2548;11.12.1999;Felicia's Journey;$15,000,000;$824,295;$1,970,268
2549;1/25/2002;Metropolis (2002);$15,000,000;$673,414;$673,414
2550;12.1.1995;Things to Do in Denver when You're Dead;$15,000,000;$529,766;$529,766
2551;2.6.2004;The Return;$15,000,000;$501,752;$2,658,490
2552;7/25/2003;Buffalo Soldiers;$15,000,000;$353,743;$353,743
2553;4/25/2003;Steal (Canadian Release);$15,000,000;$220,944;$220,944
2554;8/27/2010;Centurion;$15,000,000;$123,570;$6,623,570
2555;10/23/2009;Ong-Bak 2;$15,000,000;$102,458;$7,583,050
2556;12/31/1996;Silent Trigger;$15,000,000;$76,382;$76,382
2557;8.1.2008;Midnight Meat Train;$15,000,000;$73,548;$1,590,246
2558;11.4.2011;The Son of No One;$15,000,000;$30,680;$1,148,578
2559;10/25/2002;All the Queen's Men;$15,000,000;$22,723;$22,723
2560;10.5.2007;The Good Night;$15,000,000;$22,441;$22,441
2561;12.6.2013;Khumba;$15,000,000;$0;$26,630,937
2562;12/31/2008;Bathory;$15,000,000;$0;$3,436,763
2563;12/31/2005;Dungeons & Dragons 2: The Elemental Might;$15,000,000;$0;$909,822
2564;12/31/2015;Bus 657;$15,000,000;$0;$0
2565;6/29/2001;Pandaemonium;$15,000,000;$0;$0
2566;12.5.2014;Dying of the Light;$15,000,000;$0;$0
2567;10.10.2014;Automata;$15,000,000;$0;$0
2568;2.5.2010;Shinjuku Incident;$15,000,000;$0;$0
2569;2.12.1993;Groundhog Day;$14,600,000;$70,906,973;$70,906,973
2570;11.1.1996;Romeo+Juliet;$14,500,000;$46,338,728;$147,542,381
2571;7/22/2011;Elle s'appelait Sarah;$14,500,000;$7,691,700;$25,480,031
2572;8.7.1992;Unforgiven;$14,400,000;$101,157,447;$159,157,447
2573;1/27/2006;Manderlay;$14,200,000;$74,205;$543,306
2574;3/23/1990;Pretty Woman;$14,000,000;$178,406,268;$432,645,872
2575;9/18/1987;Fatal Attraction;$14,000,000;$156,645,693;$320,100,000
2576;11.12.2008;Slumdog Millionaire;$14,000,000;$141,319,928;$384,519,665
2577;12/17/1974;Towering Inferno;$14,000,000;$116,000,000;$139,700,000
2578;12/20/1989;Born on the Fourth of July;$14,000,000;$70,001,698;$70,001,698
2579;10.1.1993;Cool Runnings;$14,000,000;$68,856,263;$155,056,263
2580;1.12.2007;Stomp the Yard;$14,000,000;$61,356,221;$75,525,718
2581;1/16/2009;My Bloody Valentine;$14,000,000;$51,545,952;$102,754,998
2582;8/31/2012;The Possession;$14,000,000;$49,130,588;$79,527,691
2583;10/22/1982;First Blood;$14,000,000;$47,212,904;$125,212,904
2584;7/13/1977;The Spy Who Loved Me;$14,000,000;$46,800,000;$185,400,000
2585;9/25/1998;Urban Legend;$14,000,000;$38,116,707;$72,571,864
2586;12.9.1981;Taps;$14,000,000;$35,856,053;$35,856,053
2587;2/24/2012;Tyler Perry's Good Deeds;$14,000,000;$35,025,791;$35,025,791
2588;1/18/1991;White Fang;$14,000,000;$34,729,091;$34,729,091
2589;12/21/1988;Dangerous Liaisons;$14,000,000;$34,700,000;$34,700,000
2590;10.8.1999;Superstar;$14,000,000;$30,628,981;$30,628,981
2591;12/30/2011;The Iron Lady;$14,000,000;$29,959,436;$115,592,104
2592;7/23/1993;Poetic Justice;$14,000,000;$27,450,453;$27,450,453
2593;10.4.2002;Jonah: A VeggieTales Movie;$14,000,000;$25,571,351;$25,608,779
2594;3.8.2002;All About the Benjamins;$14,000,000;$25,482,931;$25,873,145
2595;6/17/1977;Exorcist II: The Heretic;$14,000,000;$25,011,000;$25,011,000
2596;3.12.2010;Our Family Wedding;$14,000,000;$20,255,281;$21,410,546
2597;10/27/1995;Vampire in Brooklyn;$14,000,000;$19,637,147;$19,637,147
2598;5.5.2006;An American Haunting;$14,000,000;$16,298,046;$30,443,277
2599;8/22/2003;My Boss's Daughter;$14,000,000;$15,549,702;$15,549,702
2600;8.7.2009;A Perfect Getaway;$14,000,000;$15,515,460;$22,815,460
2601;10/25/1996;Thinner;$14,000,000;$15,171,475;$15,171,475
2602;8/21/1998;Dead Man on Campus;$14,000,000;$15,064,948;$15,064,948
2603;5/14/1999;Tea with Mussolini;$14,000,000;$14,395,874;$14,395,874
2604;6/22/1977;New York, New York;$14,000,000;$13,800,000;$13,800,000
2605;4/26/2002;Jason X;$14,000,000;$13,121,555;$16,951,798
2606;5/13/1994;Crooklyn;$14,000,000;$13,024,170;$13,024,170
2607;3/16/2007;I Think I Love My Wife;$14,000,000;$12,559,771;$13,205,411
2608;11/17/2006;Bobby;$14,000,000;$11,242,801;$20,597,806
2609;2.2.2001;Head Over Heels;$14,000,000;$10,397,365;$10,397,365
2610;10/26/2012;Fun Size;$14,000,000;$9,409,538;$10,911,519
2611;4/23/1999;Lost and Found;$14,000,000;$6,552,255;$6,552,255
2612;11/30/2007;Le Scaphandre et le Papillon;$14,000,000;$5,990,075;$22,754,472
2613;10.6.2006;Little Children;$14,000,000;$5,463,019;$14,763,019
2614;4/21/2000;Gossip;$14,000,000;$5,108,820;$12,591,270
2615;3/26/1999;A Walk on the Moon;$14,000,000;$4,741,987;$4,741,987
2616;10/27/2006;Catch a Fire;$14,000,000;$4,299,773;$5,699,773
2617;9.7.2001;Soul Survivors;$14,000,000;$3,100,650;$4,288,246
2618;5/22/2009;Easy Virtue;$14,000,000;$2,656,784;$12,656,784
2619;3/31/1995;Jefferson in Paris;$14,000,000;$2,461,628;$2,461,628
2620;8.6.2010;Flipped;$14,000,000;$1,755,212;$1,755,212
2621;1.1.1978;Caravans;$14,000,000;$1,000,000;$1,000,000
2622;6/25/2010;Les herbes folles;$14,000,000;$403,952;$1,903,952
2623;1/24/2003;Amen;$14,000,000;$274,299;$274,299
2624;9/26/2008;The Lucky Ones;$14,000,000;$266,967;$266,967
2625;9/30/2011;Margaret;$14,000,000;$47,185;$47,185
